1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.61392069,0.282437974,0.255462209,0.079464685,0.273704886,0.412787181,0.248028427,0.257523665,0.274861131,0.099411425,0.132888942,-0.124643822,0.144996781,0.181730968,0.347202296,0.539248991,0.309124102,-0.061166579
0.61392069,1,0.3731698,0.305998113,0.269493286,0.256164233,0.377077301,0.338534369,-0.040683907,0.221093881,-0.183376828,0.365027601,-0.105399244,0.089903928,0.035658145,0.293448014,0.719515171,0.461863151,-0.074146786
0.282437974,0.3731698,1,0.499419461,0.600634175,0.823570329,0.456198675,0.101572517,0.259488194,0.019507386,0.090411879,0.576430266,0.390389101,0.274885821,0.201269113,0.443422231,0.490647849,0.591397147,0.477093545
0.255462209,0.305998113,0.499419461,1,0.170790462,0.539863995,0.543938049,0.194216999,0.127982779,0.0444701,0.197455188,0.317172801,0.088906979,0.006654836,0.200362465,0.345887195,0.39264339,0.306659752,0.086418027
0.079464685,0.269493286,0.600634175,0.170790462,1,0.533793819,0.283622291,0.108509824,0.102216875,0.075614485,-0.182728962,0.495379148,0.190604828,0.389237611,-0.066354191,0.199611155,0.336191617,0.662561932,0.339134507
0.273704886,0.256164233,0.823570329,0.539863995,0.533793819,1,0.237286735,0.074781908,0.272561301,-0.192104087,0.052348624,0.30616186,0.243769238,0.132206748,0.074419037,0.282949897,0.303988057,0.532894268,0.324314514
0.412787181,0.377077301,0.456198675,0.543938049,0.283622291,0.237286735,1,0.447993425,0.307675529,0.369157124,0.363479787,0.518964855,0.305525149,0.440047123,0.434157173,0.709182221,0.562092719,0.331786962,0.291929002
0.248028427,0.338534369,0.101572517,0.194216999,0.108509824,0.074781908,0.447993425,1,0.342495495,0.629826899,0.130336858,0.328156744,0.303114315,0.405506305,0.709205104,0.478261584,0.149552665,0.157329052,0.129449467
0.257523665,-0.040683907,0.259488194,0.127982779,0.102216875,0.272561301,0.307675529,0.342495495,1,0.461710606,0.286840781,0.490662683,0.636579328,0.397225295,0.459858374,0.503648186,-0.018871687,0.448804291,0.214945944
0.274861131,0.221093881,0.019507386,0.0444701,0.075614485,-0.192104087,0.369157124,0.629826899,0.461710606,1,0.114060204,0.375095293,0.408438212,0.398158322,0.709673668,0.460723325,0.122309533,0.275383722,0.098384637
0.099411425,-0.183376828,0.090411879,0.197455188,-0.182728962,0.052348624,0.363479787,0.130336858,0.286840781,0.114060204,1,-0.065042226,0.251504753,-0.135993712,0.158920671,0.269940716,0.015770943,-0.163076217,0.291908619
0.132888942,0.365027601,0.576430266,0.317172801,0.495379148,0.30616186,0.518964855,0.328156744,0.490662683,0.375095293,-0.065042226,1,0.693241393,0.487259588,0.363819784,0.587480546,0.472150237,0.515708263,0.330417333
-0.124643822,-0.105399244,0.390389101,0.088906979,0.190604828,0.243769238,0.305525149,0.303114315,0.636579328,0.408438212,0.251504753,0.693241393,1,0.578914936,0.558518268,0.507072399,0.05692335,0.312046061,0.543958364
0.144996781,0.089903928,0.274885821,0.006654836,0.389237611,0.132206748,0.440047123,0.405506305,0.397225295,0.398158322,-0.135993712,0.487259588,0.578914936,1,0.568951434,0.384984706,0.180314107,0.396002863,0.40568475
0.181730968,0.035658145,0.201269113,0.200362465,-0.066354191,0.074419037,0.434157173,0.709205104,0.459858374,0.709673668,0.158920671,0.363819784,0.558518268,0.568951434,1,0.563890919,-0.035964177,0.093186522,0.361336319
0.347202296,0.293448014,0.443422231,0.345887195,0.199611155,0.282949897,0.709182221,0.478261584,0.503648186,0.460723325,0.269940716,0.587480546,0.507072399,0.384984706,0.563890919,1,0.490014781,0.505161332,0.30987915
0.539248991,0.719515171,0.490647849,0.39264339,0.336191617,0.303988057,0.562092719,0.149552665,-0.018871687,0.122309533,0.015770943,0.472150237,0.05692335,0.180314107,-0.035964177,0.490014781,1,0.489484485,0.036466401
0.309124102,0.461863151,0.591397147,0.306659752,0.662561932,0.532894268,0.331786962,0.157329052,0.448804291,0.275383722,-0.163076217,0.515708263,0.312046061,0.396002863,0.093186522,0.505161332,0.489484485,1,0.158883166
-0.061166579,-0.074146786,0.477093545,0.086418027,0.339134507,0.324314514,0.291929002,0.129449467,0.214945944,0.098384637,0.291908619,0.330417333,0.543958364,0.40568475,0.361336319,0.30987915,0.036466401,0.158883166,1